p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,specificity
2.445797778745576e-6,0.429737073969226,0.393,0.299,0.0532401260477337,5,Zfp385b,0.5648383614378121
2.4844930687738365e-6,0.8934097489556247,0.119,0.066,0.05408244512106888,5,Dram1,1.6108448503896868
2.5089479344618547e-6,-1.0810642010124616,0.125,0.205,0.054614778637365656,5,Tcf4,-0.6591854884222327
2.5443177302884254e-6,-0.36932952237869887,0.568,0.641,0.05538470835291844,5,Fau,-0.3272685939330748
2.634670199156595e-6,-0.8008569427677108,0.317,0.392,0.05735150089524076,5,Car10,-0.6476317623912355
2.638557324791377e-6,0.4710382805653115,0.38,0.29,0.0574361158460587,5,Tcf20,0.6172225745338565
2.650385134259339e-6,0.9395768997574954,0.104,0.055,0.057693583602557295,5,Ceacam2,1.7766545013596275
2.6738294406815005e-6,-0.6057274193138376,0.267,0.361,0.058203919264754905,5,Atp5k,-0.4480033821517857
2.9922358671640077e-6,0.42450823504045365,0.282,0.195,0.06513499035642611,5,Hs3st4,0.6139042168277329
3.1015028178260454e-6,-1.631826147026024,0.042,0.105,0.06751351333843736,5,Nfia,-0.6527304588104097
3.1735751419576825e-6,0.3824609948051022,0.405,0.308,0.06908238369013484,5,Pam,0.5029113730391767
3.1794770058889316e-6,0.20087777774323268,0.589,0.467,0.06921085546419026,5,Cntnap5a,0.25335548413439835
3.3377536964997005e-6,0.194140634587611,0.866,0.757,0.07265622246540548,5,Ank2,0.2220948342838456
3.357909132027922e-6,-0.46529681617755136,0.48,0.553,0.0730949659859838,5,Rpl3,-0.403874270823191
3.4082805976454436e-6,-0.46545099980311105,0.464,0.543,0.07419145204954601,5,Cox7c,-0.39773345102880947
3.4224794574097083e-6,0.5176066863167672,0.255,0.174,0.07450053282889453,5,Bbs9,0.7585615230504348
3.4742438407757614e-6,0.8439794410561969,0.127,0.072,0.07562733992600677,5,Gm32442,1.4886859585296808
3.4968523087113054e-6,-0.3848150273317077,0.524,0.608,0.0761194810560277,5,Rps27a,-0.33164979329245864
3.639270738000874e-6,0.5296632455712154,0.248,0.168,0.07921964542480303,5,Nckap5,0.7818838387003655
3.82304213148427e-6,0.747813478231377,0.152,0.091,0.08321998111814959,5,Ahsa2,1.2490950405623
3.929253869786468e-6,0.800195571441459,0.161,0.099,0.08553199823751183,5,Gm48742,1.3013281515361101
